Province,Type,Name,Tel,Longitude,Latitude
North West,Clinic,Motswedi Clinic,018-3651643,25.888644,-25.284627
North West,Clinic,N Pretorious Gateway Clinic,018-4655554,26.615276,-26.885543
North West,Clinic,Neo Clinic,147862908,27.01116,-24.83527
North West,Health Post,Ntsweletsoku Health Post,018-6421046,25.970719,-25.458465
North West,Clinic,Obakeng Clinic,014-5170007,26.653259,-24.923921
North West,Clinic,Orkney Town Clinic,018-4735209,26.6687,-26.98066
North West,CHC,Ottosdal CHC,185710026,26.0087,-26.813409
North West,Clinic,Oukasie Clinic,012-2576053,27.791966,-25.608114
North West,Mou,Oukasie Maternity MOU,073-8014946,27.799836,-25.604679
North West,Clinic,Pachsdraai Clinic,014-5090000,26.39619,-25.208606
North West,Clinic,Park Street Clinic,018-4622151,26.661528,-26.866961
North West,CHC,Pella CHC,014-5100410,26.456559,-25.463056
North West,Clinic,Phalane Clinic,014-5526911,26.843682,-25.26493
North West,Clinic,Phaposane Clinic,078-8018341,24.317,-26.55667
North West,Clinic,Phatsima Clinic,014-5780010,27.013884,-25.396423
North West,Clinic,Picong Clinic,079-6974299,24.864652,-27.590199
North West,CHC,Piet Plessis CHC,053-9840002,24.40884,-26.16024
North West,Clinic,Pitsedisulejang Clinic,014-5160003,26.478387,-25.027785
North West,Clinic,Potchefstroom Clinic,018-2971770,27.099294,-26.712978
North West,Clinic,Potchefstroom Gateway Clinic,018-2938358,27.083595,-26.728986
North West,CHC,Promosa CHC,018-2960294,27.030932,-26.702126
North West,CHC,Pudumoe CHC,053-9951355,24.7208,-27.41001
North West,Clinic,Rabokala Clinic,012-7081903,27.906759,-25.499894
North West,CHC,Ramatlabama CHC,183960131,25.616204,-25.703652
North West,Clinic,Ramokokastad Clinic,071-1780491,27.446852,-25.148113
North West,Clinic,Rampampaspoort Clinic,0145533984/0145533985,26.672565,-24.985915
North West,Clinic,Rankelenyane Clinic,082-2996912,27.429184,-25.571723
North West,Clinic,Rapulana Clinic,072-9928192,25.63937,-26.028824
North West,Clinic,Ratjiepan Clinic,082-4150093,28.08897,-25.33176
North West,CHC,Ratlou CHC,0183379071/0183379072,25.124268,-26.262448
North West,Clinic,Reagile Clinic,014-4543951,26.891656,-25.849429
North West,Clinic,Refentse (Mmakgabetlwane) Clinic,073-4914272,26.59205,-25.1938
North West,CHC,Reivilo CHC,012-3958000,24.17642,-27.56684
North West,Clinic,Rietfontein Clinic,014-5180002,26.76337,-25.3105
North West,Clinic,Rietpan Clinic,018-6659080,25.945292,-25.11139
North West,Clinic,Rugtesloot Clinic,082-4177340,27.853298,-25.027503
North West,Clinic,Rustenburg Gateway Clinic,0145975931/0145975932,27.244678,-25.677115
North West,Clinic,Sandfontein Clinic,014-5590272,27.266237,-25.187103
North West,CHC,Sannieshof CHC,018-6830020,25.802625,-26.523647
North West,Clinic,Schweizer-Reneke Town Clinic,053-9631122,25.3292,-27.19068
North West,Clinic,Segametsi Mogaetsho Clinic,018-5975568,25.980829,-27.327112
North West,Clinic,Segwaelane Clinic,012-2541162,27.609686,-25.666087
North West,Clinic,Seolong Clinic,145150003,26.82548,-25.14517
North West,Clinic,Sesobe Clinic,014-5160008,26.429533,-25.040825
North West,Clinic,Setabeng Clinic,053-7610000,23.50341,-25.90207
North West,Clinic,Setlagole Clinic,083-7040669,25.128436,-26.303303
North West,Clinic,Setlopo Clinic,183838185,25.655638,-25.932884
North West,Clinic,Siga Clinic,014-5020259,26.591198,-25.194508
North West,Clinic,Silverkrans Clinic,014-5120002,26.624908,-25.493704
North West,Clinic,Sonop Clinic,012-2566943,27.697815,-25.648084
North West,Clinic,Soutpansleegte Clinic,082-4184127,27.90559,-25.16841
North West,CHC,Stella CHC,053-9830060,24.859539,-26.548695
North West,Clinic,Steve Tshwete Clinic,018-2956570,27.020375,-26.72396
North West,Clinic,Stilfontein Clinic,018-4841471,26.774864,-26.845099
North West,Clinic,Sunrisepark Clinic,014-3903877,27.29,-25.55
North West,Clinic,Supingstad Clinic,018-3530900,26.053396,-24.788941
North West,Clinic,Swartdam (Rekopantswe) Clinic,012-7173491,28.054968,-25.297383
North West,Clinic,Swartruggens Clinic,014-5440987,26.689259,-25.649578
North West,Clinic,Taung Gateway Clinic,053-9943829,24.79175,-27.53775
North West,Clinic,Taung Station Clinic,053-9942176,24.74978,-27.56333
North West,Clinic,Thekwane Clinic,014-5671522,27.370505,-25.669561
North West,Clinic,Thulwe Clinic,082-8571380,28.198804,-25.251164
North West,Clinic,Thusong Gateway Clinic,079-4862203,25.947781,-26.052224
North West,CHC,Tigane CHC,018-4310306,26.419772,-26.747016
North West,Clinic,Tladistad Clinic,012-7140949,28.031498,-25.204485
North West,CHC,Tlakgameng CHC,0539987011/0539987050,24.34303,-26.46853
North West,Clinic,Tlapeng (Ganyesa) Clinic,071-6803838,24.10245,-26.65513
North West,Clinic,Tlapeng (Greater Taung) Clinic,079-6977711,24.95402,-27.51837
North West,Clinic,Tlapeng (Mafikeng) Clinic,076-2823169,25.454966,-25.720008
North West,Clinic,Tlaseng Clinic,071-2235866,27.349577,-25.472471
North West,CHC,Tlhabane CHC,0145654986/0145654987,27.216297,-25.63869
North West,Clinic,Tlhabologang Clinic,018-6731056,26.29944,-26.329999
North West,Clinic,Top City Clinic,018-2950255,27.03587,-26.73618
North West,Clinic,Tseoge Clinic,053-9987105,23.51797,-25.98623
North West,Clinic,Tsetse Clinic,018-3950311,25.66252,-25.734796
North West,Clinic,Tshidilamolomo Clinic,018-3610080,24.683345,-25.828798
North West,Clinic,Tshireletso Clinic,083-5434223,26.9241,-25.02101
North West,Clinic,Tsholofelo Clinic,018-4653740,26.588953,-26.891545
North West,Clinic,Tshunyane Clinic,082-0807375,25.494002,-25.99647
North West,Clinic,Tswelelang 1 Clinic,073-8557105,25.984318,-27.220472
North West,CHC,Tswelelang 2 CHC,018-5951014,25.979646,-27.230005
North West,CHC,Tswelelopele CHC,018-6460266,26.097735,-25.558214
North West,Clinic,Tweelaagte Clinic,014-5190609,26.85287,-25.27243
North West,Clinic,Tweelingspan Clinic,079-6474335,25.00491,-27.55994
North West,Clinic,Uitkyk Clinic,014-5533903,26.429747,-25.204155
North West,CHC,Unit 9 CHC,018-3841520,25.58965,-25.845661
North West,Clinic,Upper Majeakgoro Clinic,053-9961508,24.62533,-27.79626
North West,Clinic,Utlwanang Clinic,053-4428854,25.12859,-27.89527
North West,Clinic,Ventersdorp Gateway Clinic,018-2643074,26.817713,-26.31092
North West,Satellite Clinic,Ventersdorp Tsetse Satellite Clinic,083-6600958,26.79535,-26.17581
North West,Clinic,Vlakplaas Clinic,145060518,26.87796,-25.00421
North West,Clinic,Vrede 2 Clinic,014-5534031,26.562361,-25.466529
North West,Clinic,Vriesgewacht Clinic,083-7040686,25.4,-26.46
North West,Clinic,Vryburg Gateway Clinic,053-9275400,24.71612,-26.95725
North West,Clinic,Vryburg Road Side Clinic,053-9265400,24.729861,-26.958405
North West,Clinic,Welgeval Clinic,014-5170629,26.679209,-24.928314
North West,Satellite Clinic,Welgevonden Satellite Clinic,018-2643251,26.8126,-26.16072
North West,Clinic,Weltevrede Clinic,072-9928194,25.490491,-26.317625
North West,Clinic,Wolmaransstad Town Clinic,018-5962129,25.981582,-27.20569
North West,Clinic,Wonderkop Clinic,014-5723756,27.529228,-25.671081
North West,Clinic,Zeerust Clinic,186421081,26.0794,-25.546679
Northern Cape,Clinic,Aggeneys Clinic,549832225,18.842502,-29.241417
Northern Cape,CHC,Alexander Bay CHC,027-8311996,16.484835,-28.596976
Northern Cape,Clinic,Alexander Bay Clinic,278311993,16.489234,-28.591738
Northern Cape,Satellite Clinic,Alheit Satellite Clinic,072-1089320,20.53342,-28.760685
Northern Cape,CHC,Askham CHC,054-5110005,20.783107,-26.978369
Northern Cape,Satellite Clinic,Augrabies Satellite Clinic,054-4510174,20.426438,-28.67398
Northern Cape,Clinic,Bankhara/Bodulong Clinic,071-8566141,23.38164,-27.42083
Northern Cape,Clinic,Beaconsfield Clinic,0538306627/0538306621,24.783981,-28.757892
Northern Cape,Clinic,Bendel Clinic,053-7751277,23.64706,-26.99551
Northern Cape,Clinic,Bergsig/Max Shapiro Clinic,027-7122565,17.87546,-29.65003
Northern Cape,Clinic,Betty Gaetsewe Clinic,053-8720220,24.711235,-28.711611
Northern Cape,Clinic,Boegoeberg (Brandboom) Clinic,054-8610000,22.12832,-28.92776
Northern Cape,Clinic,Boichoko Satellite Clinic,053-3137300,23.045009,-28.32211
Northern Cape,Clinic,Bothetheletsa Clinic,053-775-1150,23.81101,-27.417881
Northern Cape,Clinic,Bothithong Clinic,053-7752177,23.82899,-27.06435
Northern Cape,CHC,Brandvlei CHC,054-603-0017,20.480018,-30.462315
Northern Cape,Clinic,Breipaal Clinic,053-2983874,23.76622,-29.04467
Northern Cape,Clinic,Britstown Clinic,536720060,23.50046,-30.584772
Northern Cape,Satellite Clinic,Bulletrap Satellite Clinic,277138246,17.765786,-29.461667
Northern Cape,District Hospital,Calvinia (Abraham Esau) Hospital,277316730,19.775133,-31.462164
Northern Cape,Clinic,Calvinia Clinic,273411868,19.768374,-31.46447
Northern Cape,Clinic,Campbell Clinic,053-2979023,23.720942,-28.800241
Northern Cape,CHC,Carnarvon CHC,053-3823036,22.13304,-30.9656
Northern Cape,Clinic,Carnarvon Clinic,533824714,22.128643,-30.959284
Northern Cape,Satellite Clinic,Carolusberg Satellite Clinic,027-7182740,17.949225,-29.636581
Northern Cape,CHC,Cassels CHC,053-7737268,23.990436,-26.965549
Northern Cape,Clinic,Catherine Koikoi Clinic,053-3310205,22.750626,-27.955875
Northern Cape,Clinic,Churchill Clinic,071-8566140,23.47783,-27.27881
Northern Cape,Satellite Clinic,Cillie Satellite Clinic,054-4311824,20.58302,-28.73795
Northern Cape,Clinic,Concordia Clinic,277316730,17.947546,-29.541792
Northern Cape,CHC,Danielskuil CHC,543840930,23.547435,-28.182986
Northern Cape,District Hospital,De Aar (Central Karoo) Hospital,536312123,24.007739,-30.6591
Northern Cape,Clinic,De Aar Clinic,536312562,24.003528,-30.659331
Northern Cape,Clinic,De Aar Town Clinic,536329100,24.010636,-30.650438
Northern Cape,Clinic,De Beershoogte Clinic,053-5310895,24.514924,-28.532377
Northern Cape,Clinic,Deerward Clinic,053-7751130,23.61634,-27.12556
Northern Cape,Clinic,Delportshoop Clinic,053-5610639,24.307251,-28.417501
Northern Cape,Clinic,Dingleton Clinic,053-7242042,22.983871,-27.78566
Northern Cape,Clinic,Dithakong Clinic,071-8566124,23.92399,-27.085608
Northern Cape,Clinic,Ditshipeng Clinic,053-7752271,23.812121,-26.951482
Northern Cape,District Hospital,Douglas (Hester Malan) CHC,053-2982812,23.767172,-29.06054
Northern Cape,Clinic,Dr Torres Clinic,053-8731145,24.7154,-28.662511
Northern Cape,Satellite Clinic,Eksteenfontein Satellite Clinic,278518615,17.255423,-28.825388
Northern Cape,Clinic,Ethembeni Clinic,053-3533179,22.727618,-29.660246
Northern Cape,Clinic,Eurekaville Clinic,049-8431022,24.947913,-31.188262
Northern Cape,Clinic,Florianville (Floors) Clinic,053-8306073,24.760265,-28.72261
Northern Cape,CHC,Fraserburg CHC,023-7411226,21.511745,-31.915232
Northern Cape,Clinic,Gadiboe Clinic,053-7751213,23.29435,-27.07591
Northern Cape,CHC,Galeshewe Day Hospital,053-8022539,24.747021,-28.727653
Northern Cape,Clinic,Ganspan Clinic,053-4589398,24.767644,-27.973456
Northern Cape,Clinic,Garies Clinic,276521025,17.98933,-30.56584
Northern Cape,Clinic,Gasehunelo Wyk 5 Clinic,053-7751210,23.54454,-27.09567
Northern Cape,Clinic,Glen Red Clinic,083-3282443,23.909812,-26.972022
Northern Cape,Satellite Clinic,Gong-Gong Satellite Clinic,053-5310204,24.368936,-28.454005
Northern Cape,Regional Hospital,Gordonia Hospital,543386100,21.264296,-28.446582
Northern Cape,Clinic,Greenpoint Clinic,079-4978833,24.77181,-28.78007
Northern Cape,CHC,Griekwastad (Helpmekaar) CHC,533430011,23.253186,-28.843941
Northern Cape,CHC,Groblershoop CHC,054-8330231,21.980864,-28.895127
Northern Cape,Satellite Clinic,Groot Mier Satellite Clinic,076-2368349,20.320576,-26.73932
Northern Cape,Satellite Clinic,Grootdrink Satellite Clinic,054-7410024,21.749164,-28.564151
Northern Cape,Clinic,Hanover Clinic,536430074,24.4474,-31.06752
Northern Cape,District Hospital,Hartswater (Connie Vorster) Hospital,053-4740140,24.813631,-27.757152
Northern Cape,Clinic,Heuningvlei Clinic,053-7753155,23.13953,-26.30514
Northern Cape,Satellite Clinic,Holpan Satellite Clinic,084-6606633,24.641792,-28.358554
Northern Cape,Satellite Clinic,Hondeklipbaai Clinic,027-6923081,17.27886,-30.31899
Northern Cape,CHC,Hopetown (Wege) CHC,532030163,24.088125,-29.627544
Northern Cape,Clinic,Hopetown Clinic,532030038,24.101075,-29.61791
Northern Cape,Clinic,Ikhutseng Clinic,053-4975878,24.853987,-28.130357
Northern Cape,District Hospital,Jan Kempdorp CHC,053-4560126,24.834031,-27.92135
Northern Cape,Clinic,Jan Kempdorp Clinic,053-4560126,24.834031,-27.92135
Northern Cape,Clinic,Jan Witbooi Clinic,053-7910540,22.88669,-27.593995
Northern Cape,Clinic,Jerry Botha Clinic,079-4978811,24.801968,-27.733445
Northern Cape,CHC,Joe Slovo CHC,276528100,17.990263,-30.564949
Northern Cape,CHC,Kagiso CHC,053-7731810,23.493163,-27.406123
Northern Cape,Clinic,Kakamas Clinic,054-4316304,20.62254,-28.77969
Northern Cape,District Hospital,Kakamas Hospital,054-4310866,20.621719,-28.780787
Northern Cape,CHC,Kamden CHC,082-3091729,23.88987,-27.35928
Northern Cape,Clinic,Kamieskroon Clinic,276721619,17.932767,-30.212155
Northern Cape,Satellite Clinic,Kanoneiland Satellite Clinic,054-4911412,21.083214,-28.655693
Northern Cape,Satellite Clinic,Karos Satellite Clinic,054-7510095,21.61318,-28.42214
Northern Cape,Clinic,Kathu Clinic,053-7232010,23.05101,-27.69762
Northern Cape,District Hospital,Keimoes CHC,0544611004/0544611005,20.95593,-28.70541
Northern Cape,Clinic,Keimoes Clinic,054-4616400,20.960197,-28.701159
Northern Cape,CHC,Kenhardt CHC,054-6510077,21.157458,-29.353564
Northern Cape,Clinic,Kenhardt Clinic,546510077,21.16004,-29.34135
Northern Cape,Clinic,Keurtjieskloof Clinic,536640030,24.730801,-30.012446
Northern Cape,Clinic,Kharkams/Garagams Clinic,027-6822043,17.88799,-30.37007
Northern Cape,Clinic,Kholekile Edward Twani Clinic,536310107,24.027065,-30.661698
Northern Cape,Clinic,Kimberley City Clinic,053-8306618,24.763151,-28.745344
Northern Cape,Tertiary Hospital,Kimberley Hospital,053-8022124,24.7724,-28.745511
Northern Cape,Satellite Clinic,Klein Mier Satellite Clinic,076-2368349,20.27786,-26.738741
Northern Cape,Clinic,Komaggas Clinic,027-8211004,17.487627,-29.796881
Northern Cape,Clinic,Kuruman Clinic,053-7128100,23.44261,-27.45969
Northern Cape,District Hospital,Kuruman Hospital,053-7128100,23.42663,-27.46592
Northern Cape,Clinic,Kuyasa Clinic,517532163,25.11341,-30.723518
Northern Cape,Clinic,Laxey Clinic,053-7752280,23.16697,-26.72244
Northern Cape,Satellite Clinic,Leerkrans Satellite Clinic,054-7510090,21.52425,-28.407567
Northern Cape,Clinic,Lehlohonolo Adams Clinic,053-2984871,23.7772,-29.06871
Northern Cape,Satellite Clinic,Lekkersing Clinic,027-8518509,17.100601,-29.001286
Northern Cape,Clinic,Leliefontein Clinic,276721638,18.082895,-30.314756
Northern Cape,Satellite Clinic,Lennertsville Clinic,054-4640197,20.99551,-28.7522
Northern Cape,Clinic,Lingelethu Clinic (Pabalello),054-3313467,21.215518,-28.438733
Northern Cape,CHC,Loeriesfontein CHC,027-6621096,19.443687,-30.964031
Northern Cape,Clinic,Loeriesfontein Clinic,276621194,19.434753,-30.948355
Northern Cape,Clinic,Logobate Clinic,071-8566125,23.40793,-27.18022
Northern Cape,Clinic,Longlands Clinic,053-8306616,24.362918,-28.463051
Northern Cape,CHC,Loopeng CHC,053-7752133,23.35159,-26.79602
Northern Cape,Clinic,Louisvaleweg Clinic,054-3340281,21.268287,-28.476519
Northern Cape,Clinic,Lowryville Clinic,517531538,25.102467,-30.709284
Northern Cape,Clinic,Loxton Clinic,533813115,22.352484,-31.475597
Northern Cape,Satellite Clinic,Lutzburg Satellite Clinic,054-4310747,20.629985,-28.74676
Northern Cape,Clinic,Ma-Doyle Clinic,053-8744738,24.736665,-28.717405
Northern Cape,District Hospital,Manne Dipico (Colesberg) Hospital,517539300,25.08956,-30.73001
Northern Cape,Clinic,Manyeding Clinic,083-4023897,23.68566,-27.49575
Northern Cape,Clinic,Mapule Matsepane Clinic,053-3871118,24.725955,-28.710247
Northern Cape,Satellite Clinic,Marchand Satellite Clinic,054-4410088,20.50158,-28.732165
Northern Cape,Clinic,Maruping Clinic,053-7741726,23.367019,-27.347136
Northern Cape,Clinic,Marydale Clinic,054-8710039,22.10211,-29.406142
Northern Cape,Clinic,Masakhane Clinic,053-8711642,24.733245,-28.701975
Northern Cape,Clinic,Masibambane Clinic,0536650102/0536650103,24.474213,-30.434272
Northern Cape,Clinic,Mataleng Clinic,084-5467975,24.50485,-28.53421
Northern Cape,Clinic,Matjieskloof Clinic,027-7121072,17.867211,-29.670731
Northern Cape,Clinic,Mecwetsaneng Clinic,053-7751255,23.67563,-27.31091
Northern Cape,Satellite Clinic,Melkbosrand Satellite Clinic,083-7635453,19.26917,-28.77025
Northern Cape,Clinic,Metsimansti Wyk 3 Clinic,074-6150236,23.166325,-26.941373
Northern Cape,Clinic,Montana Clinic,536329100,24.028899,-30.646067
Northern Cape,CHC,Nababeep CHC,277138360,17.78176,-29.59271
Northern Cape,Clinic,Nanqo Simon Zono Clinic,498431837,25.097754,-30.700217
Northern Cape,Clinic,Niekerkshoop Clinic,053-3540627,22.839804,-29.323373
Northern Cape,Clinic,Nieuwoudtville Clinic,272181349,19.117112,-31.365886
Northern Cape,Clinic,Nomimi Mothibi Clinic,053-9961160,24.693848,-27.774079
Northern Cape,Clinic,Norvalspont Clinic,517555056,25.451862,-30.629013
Northern Cape,CHC,Noupoort (Fritz Visser) CHC,0498431447/0498431448/0498431449,24.951904,-31.17565
Northern Cape,Clinic,Okiep Clinic,027-7218321,17.88336,-29.59969
Northern Cape,Satellite Clinic,Olierivier Satellite Clinic,053-8022124,23.58663,-28.55493
Northern Cape,CHC,Olifantshoek CHC,053-3310199,22.735498,-27.943953
Northern Cape,Clinic,Onseepkans Clinic,549510023,19.2704,-28.77292
Northern Cape,Clinic,Orania Clinic,053-6640030,24.416556,-29.810608
Northern Cape,Clinic,Padstow Clinic,053-7731310,23.20404,-26.82447
Northern Cape,Clinic,Pako Seboko Clinic,083-4487630,23.00604,-27.4196
Northern Cape,CHC,Pampierstad CHC,053-9961858,24.689088,-27.779241
Northern Cape,Clinic,Pella Clinic,054-9710004,19.15453,-29.03291
Northern Cape,Clinic,Penryn Clinic,053-7731258,23.06688,-26.88016
Northern Cape,District Hospital,Prieska (Bill Pickard) Hospital,053-3532037,22.740798,-29.667583
Northern Cape,District Hospital,Prof ZK Matthews Hospital,053-5319400,24.514441,-28.540049
Northern Cape,District Hospital,Springbok (Dr Van Niekerk) Hospital,098-7655443,17.881633,-29.661243
Northern Cape,District Hospital,Tshwaragano Hospital,053-7741780,23.34494,-27.3067
Northern Cape,District Hospital,Warrenton Hospital,053-4973146,24.858788,-28.106225
Northern Cape,Specialised Tb Hospital,West End TB Hospital,538613911,24.722972,-28.736995
Western Cape,Specialised Psychiatric Hospital,Alexandra Hospital,021-5035000,18.484454,-33.929372
Western Cape,District Hospital,Beaufort West Hospital,234148200,22.606505,-32.351987
Western Cape,CDC,Beaufort West Hospital CDC,023-4148200,22.6075,-32.35278
Western Cape,Specialised Tb Hospital,Brewelskloof TB Hospital,233481305,19.456084,-33.622173
Western Cape,Specialised Tb Hospital,Brooklyn Chest Hospital,215086403,18.486659,-33.900297
Western Cape,District Hospital,Caledon Hospital,028-8212070,19.434852,-34.224653
Western Cape,District Hospital,Ceres Hospital,023-3169600,19.301326,-33.363465
Western Cape,District Hospital,Citrusdal Hospital,022-9212153,19.015258,-32.598597
Western Cape,District Hospital,Clanwilliam Hospital,027-4822166,18.891737,-32.184325
Western Cape,Specialised Tb Hospital,DP Marais TB Hospital,021-7137600,18.460242,-34.062763
Western Cape,District Hospital,Eerste River Hospital,021-9028001,18.719067,-33.997289
Western Cape,District Hospital,False Bay Hospital,217821121,18.416683,-34.131866
Western Cape,Regional Hospital,George Hospital,044-8024534,22.452192,-33.951806
Western Cape,District Hospital,GF Jooste Hospital,216901000,18.557984,-33.984697
Western Cape,Central Hospital,Groote Schuur Level 3 Hospital,214049111,18.463404,-33.939715
Western Cape,Specialised Tb Hospital,Harry Comay TB Hospital,044-8039000,22.471917,-33.980129
Western Cape,District Hospital,Helderberg Hospital,021-8504704,18.857646,-34.076559
Western Cape,District Hospital,Hermanus Hospital,283121166,19.22831,-34.42209
Western Cape,District Hospital,Karl Bremer Hospital,021-9181911,18.610228,-33.892558
Western Cape,District Hospital,Khayelitsha (Tygerberg) Hospital,219384669,18.611789,-33.915345
Western Cape,District Hospital,Knysna Hospital,044-3028400,23.059863,-34.037613
Western Cape,District Hospital,Ladismith (Alan Blyth) Hospital,285511010,21.268281,-33.48665
Western Cape,District Hospital,Laingsburg Hospital,023-5511237,20.849889,-33.194284
Western Cape,District Hospital,LAPA Munnik Hospital,022-9312140,18.993827,-33.01797
Western Cape,Specialised Psychiatric Hospital,Lentegeur Hospital,021-3701111,18.615839,-34.026646
