Region,Proclaimed Magisterial District,Court Type,Office Name,Previously known as,Also known as,Equality Court,Small Claims Court,Sexual Offence Court,Mediation Services,telephone,fax,postal_adress,adress,GPS
"[<span class=""officecolor"">Region:</span>, ' Gauteng']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Wonderboom']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Pretoria North</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>, 'Yes']","[<span class=""officecolor"">Mediation Services: </span>, 'Yes']","[<span class=""officecolor"">Tel: </span>, '012 521 1002/ 4 ']","[<span class=""officecolor"">Fax: </span>, '012 565 5804 / 546 3291']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1, Pretoria North 0116']","[<span class=""officecolor"">Physical Address: </span>, '335 Emily Hobhouse Street, Pretoria North 0182\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-25.67076; 28.1737\t']"
"[<span class=""officecolor"">Region:</span>, ' Northern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Prieska']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Prieska</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '053 353 1105']","[<span class=""officecolor"">Fax: </span>, '053 353 2092']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1, Prieska, 8940']","[<span class=""officecolor"">Physical Address: </span>, '1 Steward Street, Prieska, 8940\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-29.66815; 22.74982\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Prince Albert']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Prince Albert</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '023 541 1450/ 1831']","[<span class=""officecolor"">Fax: </span>, '023 541 1955']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X70, Prince Albert 6930']","[<span class=""officecolor"">Physical Address: </span>, '26 Kerk Street, Prince Albert 6930\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 22.03121; S -33.22747\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Qudeni</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2"">Ekombe</span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '035 833 0028']","[<span class=""officecolor"">Fax: </span>, '035 833 0370']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X101, Nkandla 3855']","[<span class=""officecolor"">Physical Address: </span>, 'Qudeni Main Road, Ekombe\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.89735; S -28.64475\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Queenstown']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Queenstown</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '045 838 3801']","[<span class=""officecolor"">Fax: </span>, '045 839 2665']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 7076, Queenstown 5320']","[<span class=""officecolor"">Physical Address: </span>, '76 Robinson Road, Queenstown 5320\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 26.86999; S -31.89849\t']"
"[<span class=""officecolor"">Region:</span>, ' Eastern Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Qumbu']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Qumbu</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '047 553 0008']","[<span class=""officecolor"">Fax: </span>, '047 553 1061']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag x 432, Qumbu 5180']","[<span class=""officecolor"">Physical Address: </span>, '95 Main Street, Qumbu 5180\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 28.87128; S -31.16241\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Ramokgopa</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, 'See Morebeng']","[<span class=""officecolor"">Fax: </span>, 'See Morebeng']","[<span class=""officecolor"">Postal Address: </span>, 'See Morebeng']","[<span class=""officecolor"">Physical Address: </span>, 'Ramokgopa\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-23.47225; 29.80511\t']"
"[<span class=""officecolor"">Region:</span>, ' KwaZulu-Natal']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Port Shepstone']","[<span class=""officecolor"">Court Type: </span>, 'Branch Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Ramsgate</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes (Sessions Only)']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '039 314 4165']","[<span class=""officecolor"">Fax: </span>, '039 314 9825']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X845, Port Shepstone, 4240']","[<span class=""officecolor"">Physical Address: </span>, 'c/o Marine Drive & Alfred Road, Ramsgate\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 30.35163; S -30.88216\t']"
"[<span class=""officecolor"">Region:</span>, ' Gauteng']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Randburg']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Randburg</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>, 'Yes']","[<span class=""officecolor"">Tel: </span>, '011 998 5300']","[<span class=""officecolor"">Fax: </span>, '011 326 1023']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X3005, Randburg 2125']","[<span class=""officecolor"">Physical Address: </span>, '18 Shepherd Avenue, Kensington B, Randburg 2125\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.07748; 27.99628\t']"
"[<span class=""officecolor"">Region:</span>, ' Gauteng']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Randfontein']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Randfontein</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '011 412 1195']","[<span class=""officecolor"">Fax: </span>, '011 412 1200/4576']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X13, Randfontein 1760']","[<span class=""officecolor"">Physical Address: </span>, 'Cnr Pollock & Sutherland Street, Randfontein 1760\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-26.181562; 27.699757\t']"
"[<span class=""officecolor"">Region:</span>, ' Limpopo']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Rankin’s Pass</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '014 717 5316']","[<span class=""officecolor"">Fax: </span>, '014 717 5369']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X1011, Modimolle 0510']","[<span class=""officecolor"">Physical Address: </span>, 'Near Rankin’s Pass SAPS\t']","[<span class=""officecolor"">GPS Coordinates: </span>, '-24.52891; 27.9138\t']"
"[<span class=""officecolor"">Region:</span>, ' Western Cape']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>]","[<span class=""officecolor"">Court Type: </span>, 'Periodical Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Rawsonville</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'No ']","[<span class=""officecolor"">Small Claims Court: </span>, 'No']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '023 342 2325']","[<span class=""officecolor"">Fax: </span>, '023 347 5024']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X3045, Worcester 6849']","[<span class=""officecolor"">Physical Address: </span>, '1 Brand Street, Rawsonville\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 19.30903; S -33.68484\t']"
"[<span class=""officecolor"">Region:</span>, ' Free State']","[<span class=""officecolor"">Proclaimed Magisterial District: </span>, 'Reddersburg']","[<span class=""officecolor"">Court Type: </span>, 'Magistrate Court']","[<span class=""officecolor"">Office Name: </span>, <span class=""officenamecolor"">Reddersburg</span>]","[<span class=""officecolor"">Previously known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Also known as: </span>, <span class=""officenamecolor2""></span>]","[<span class=""officecolor"">Equality Court: </span>, 'Yes ']","[<span class=""officecolor"">Small Claims Court: </span>, 'Yes']","[<span class=""officecolor"">Sexual Offence Court Rooms: </span>]","[<span class=""officecolor"">Mediation Services: </span>]","[<span class=""officecolor"">Tel: </span>, '051 553 0032']","[<span class=""officecolor"">Fax: </span>, '051 553 0484']","[<span class=""officecolor"">Postal Address: </span>, 'Private Bag X09, Reddersburg 9904']","[<span class=""officecolor"">Physical Address: </span>, '3 Norval Street, Reddersburg 9904\t']","[<span class=""officecolor"">GPS Coordinates: </span>, 'E 26.17311; S -29.65197\t']"
